id,ili,wikidata,has_part_candidate
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q911972
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q162250
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q1935947
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q217145
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q180182
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q1789376
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q717004
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q173034
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q192660
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q504347
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q700705
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q1083
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q250309
ewn-01314587-n,i42245,http://www.wikidata.org/entity/Q362,http://www.wikidata.org/entity/Q1141380
ewn-01334300-n,i42349,http://www.wikidata.org/entity/Q46305,http://www.wikidata.org/entity/Q10538943
ewn-01334300-n,i42349,http://www.wikidata.org/entity/Q46305,http://www.wikidata.org/entity/Q6755280
ewn-01373554-n,i42526,http://www.wikidata.org/entity/Q136644,http://www.wikidata.org/entity/Q1975198
ewn-01402413-n,i42681,http://www.wikidata.org/entity/Q5114906,http://www.wikidata.org/entity/Q745912
ewn-01402413-n,i42681,http://www.wikidata.org/entity/Q5114906,http://www.wikidata.org/entity/Q162678
ewn-01414726-n,i42748,http://www.wikidata.org/entity/Q1208690,http://www.wikidata.org/entity/Q14920463
ewn-01414726-n,i42748,http://www.wikidata.org/entity/Q1208690,http://www.wikidata.org/entity/Q1307414
ewn-01454165-n,i42927,http://www.wikidata.org/entity/Q1346261,http://www.wikidata.org/entity/Q2516854
ewn-01474323-n,i43040,http://www.wikidata.org/entity/Q25241,http://www.wikidata.org/entity/Q60960
ewn-01474323-n,i43040,http://www.wikidata.org/entity/Q25241,http://www.wikidata.org/entity/Q97323337
ewn-01474323-n,i43040,http://www.wikidata.org/entity/Q25241,http://www.wikidata.org/entity/Q34583
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q300698
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q136902
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q1502132
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q259297
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q2803916
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q48191
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q756279
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q1245778
ewn-01484240-n,i43090,http://www.wikidata.org/entity/Q194257,http://www.wikidata.org/entity/Q6496983
ewn-01486621-n,i43101,http://www.wikidata.org/entity/Q171298,http://www.wikidata.org/entity/Q192158
ewn-01489347-n,i43117,http://www.wikidata.org/entity/Q17283693,http://www.wikidata.org/entity/Q756859
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q31528
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q5199010
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q3303665
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q1172934
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q2069129
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q2373859
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q519093
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q1021740
ewn-01505702-n,i43203,http://www.wikidata.org/entity/Q5113,http://www.wikidata.org/entity/Q1361748
ewn-01532897-n,i43288,http://www.wikidata.org/entity/Q581391,http://www.wikidata.org/entity/Q25383
ewn-01532897-n,i43288,http://www.wikidata.org/entity/Q581391,http://www.wikidata.org/entity/Q188877
ewn-01542413-n,i43346,http://www.wikidata.org/entity/Q28753,http://www.wikidata.org/entity/Q14683
ewn-01542413-n,i43346,http://www.wikidata.org/entity/Q28753,http://www.wikidata.org/entity/Q25968
ewn-01562605-n,i43464,http://www.wikidata.org/entity/Q328982,http://www.wikidata.org/entity/Q25393
ewn-01562605-n,i43464,http://www.wikidata.org/entity/Q328982,http://www.wikidata.org/entity/Q206130
ewn-01579504-n,i43570,http://www.wikidata.org/entity/Q333842,http://www.wikidata.org/entity/Q25469
ewn-01586645-n,i43615,http://www.wikidata.org/entity/Q208304,http://www.wikidata.org/entity/Q1379530
ewn-01586645-n,i43615,http://www.wikidata.org/entity/Q208304,http://www.wikidata.org/entity/Q867629
ewn-01586645-n,i43615,http://www.wikidata.org/entity/Q208304,http://www.wikidata.org/entity/Q857905
ewn-01589182-n,i43630,http://www.wikidata.org/entity/Q753221,http://www.wikidata.org/entity/Q2498241
ewn-01589182-n,i43630,http://www.wikidata.org/entity/Q753221,http://www.wikidata.org/entity/Q2165737
ewn-01594551-n,i43661,http://www.wikidata.org/entity/Q719380,http://www.wikidata.org/entity/Q17053748
ewn-01594551-n,i43661,http://www.wikidata.org/entity/Q719380,http://www.wikidata.org/entity/Q738534
ewn-01594551-n,i43661,http://www.wikidata.org/entity/Q719380,http://www.wikidata.org/entity/Q139526
ewn-01631734-n,i43871,http://www.wikidata.org/entity/Q62181,http://www.wikidata.org/entity/Q26395
ewn-01631734-n,i43871,http://www.wikidata.org/entity/Q62181,http://www.wikidata.org/entity/Q259425
ewn-01637984-n,i43908,http://www.wikidata.org/entity/Q1187581,http://www.wikidata.org/entity/Q786946
ewn-01656251-n,i44010,http://www.wikidata.org/entity/Q56067,http://www.wikidata.org/entity/Q2351631
ewn-01656251-n,i44010,http://www.wikidata.org/entity/Q56067,http://www.wikidata.org/entity/Q1342298
ewn-01665810-n,i44037,http://www.wikidata.org/entity/Q30143,http://www.wikidata.org/entity/Q810578
ewn-01668743-n,i44054,http://www.wikidata.org/entity/Q2503765,http://www.wikidata.org/entity/Q289435
ewn-01673314-n,i44080,http://www.wikidata.org/entity/Q132328,http://www.wikidata.org/entity/Q3981205
ewn-01675408-n,i44092,http://www.wikidata.org/entity/Q728299,http://www.wikidata.org/entity/Q131011
ewn-01675408-n,i44092,http://www.wikidata.org/entity/Q728299,http://www.wikidata.org/entity/Q122422
ewn-01678605-n,i44106,http://www.wikidata.org/entity/Q849482,http://www.wikidata.org/entity/Q581030
ewn-01681819-n,i44122,http://www.wikidata.org/entity/Q2707849,http://www.wikidata.org/entity/Q5326493
ewn-01697071-n,i44212,http://www.wikidata.org/entity/Q3082684,http://www.wikidata.org/entity/Q81228
ewn-01702056-n,i44240,http://www.wikidata.org/entity/Q878388,http://www.wikidata.org/entity/Q3506745
ewn-01708358-n,i44274,http://www.wikidata.org/entity/Q271841,http://www.wikidata.org/entity/Q14511
ewn-01726696-n,i44375,http://www.wikidata.org/entity/Q194515,http://www.wikidata.org/entity/Q1095663
ewn-01738897-n,i44442,http://www.wikidata.org/entity/Q3490685,http://www.wikidata.org/entity/Q3021047
ewn-01741606-n,i44459,http://www.wikidata.org/entity/Q2345428,http://www.wikidata.org/entity/Q3021773
ewn-01753994-n,i44534,http://www.wikidata.org/entity/Q852348,http://www.wikidata.org/entity/Q2321476
ewn-01772276-n,i44587,http://www.wikidata.org/entity/Q19116,http://www.wikidata.org/entity/Q136948
ewn-01774607-n,i44601,http://www.wikidata.org/entity/Q1357,http://www.wikidata.org/entity/Q115128259
ewn-01774607-n,i44601,http://www.wikidata.org/entity/Q1357,http://www.wikidata.org/entity/Q12019
ewn-01774607-n,i44601,http://www.wikidata.org/entity/Q1357,http://www.wikidata.org/entity/Q213383
ewn-01774607-n,i44601,http://www.wikidata.org/entity/Q1357,http://www.wikidata.org/entity/Q10627
ewn-01774607-n,i44601,http://www.wikidata.org/entity/Q1357,http://www.wikidata.org/entity/Q8713
ewn-01783192-n,i44646,http://www.wikidata.org/entity/Q7597354,http://www.wikidata.org/entity/Q14830884
ewn-01786025-n,i44662,http://www.wikidata.org/entity/Q244147,http://www.wikidata.org/entity/Q6499188
ewn-01803400-n,i44768,http://www.wikidata.org/entity/Q213536,http://www.wikidata.org/entity/Q777396
ewn-01808333-n,i44798,http://www.wikidata.org/entity/Q3917160,http://www.wikidata.org/entity/Q201251
ewn-01816732-n,i44850,http://www.wikidata.org/entity/Q375342,http://www.wikidata.org/entity/Q750027
ewn-01822831-n,i44888,http://www.wikidata.org/entity/Q212669,http://www.wikidata.org/entity/Q960637
ewn-01822831-n,i44888,http://www.wikidata.org/entity/Q212669,http://www.wikidata.org/entity/Q921139
ewn-01829639-n,i44929,http://www.wikidata.org/entity/Q8154335,http://www.wikidata.org/entity/Q79915
ewn-01829639-n,i44929,http://www.wikidata.org/entity/Q8154335,http://www.wikidata.org/entity/Q583551
ewn-01829639-n,i44929,http://www.wikidata.org/entity/Q8154335,http://www.wikidata.org/entity/Q320043
ewn-01829639-n,i44929,http://www.wikidata.org/entity/Q8154335,http://www.wikidata.org/entity/Q340041
ewn-01829639-n,i44929,http://www.wikidata.org/entity/Q8154335,http://www.wikidata.org/entity/Q371767
ewn-01859389-n,i45108,http://www.wikidata.org/entity/Q281519,http://www.wikidata.org/entity/Q26903
ewn-01885853-n,i45212,http://www.wikidata.org/entity/Q23133,http://www.wikidata.org/entity/Q194340
ewn-01885853-n,i45212,http://www.wikidata.org/entity/Q23133,http://www.wikidata.org/entity/Q937821
ewn-01893052-n,i45250,http://www.wikidata.org/entity/Q599385,http://www.wikidata.org/entity/Q23351
ewn-01936848-n,i45508,http://www.wikidata.org/entity/Q25522,http://www.wikidata.org/entity/Q193006
ewn-01936848-n,i45508,http://www.wikidata.org/entity/Q25522,http://www.wikidata.org/entity/Q18952
ewn-01936848-n,i45508,http://www.wikidata.org/entity/Q25522,http://www.wikidata.org/entity/Q43012
ewn-01940796-n,i45527,http://www.wikidata.org/entity/Q5166500,http://www.wikidata.org/entity/Q15455059
ewn-01940796-n,i45527,http://www.wikidata.org/entity/Q5166500,http://www.wikidata.org/entity/Q5156827
ewn-01945365-n,i45543,http://www.wikidata.org/entity/Q190093,http://www.wikidata.org/entity/Q4857439
ewn-01948084-n,i45559,http://www.wikidata.org/entity/Q1757029,http://www.wikidata.org/entity/Q137301
ewn-01948084-n,i45559,http://www.wikidata.org/entity/Q1757029,http://www.wikidata.org/entity/Q1953597
ewn-01950795-n,i45576,http://www.wikidata.org/entity/Q1325371,http://www.wikidata.org/entity/Q83749
ewn-01952325-n,i45586,http://www.wikidata.org/entity/Q17279307,http://www.wikidata.org/entity/Q291026
ewn-01955673-n,i45605,http://www.wikidata.org/entity/Q1141733,http://www.wikidata.org/entity/Q312056
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q2724253
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q860002
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q21154
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q1434877
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q540805
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q632636
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q386633
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q1434366
ewn-01958104-n,i45619,http://www.wikidata.org/entity/Q25368,http://www.wikidata.org/entity/Q3015714
ewn-01972191-n,i45700,http://www.wikidata.org/entity/Q40152,http://www.wikidata.org/entity/Q1202874
ewn-01972191-n,i45700,http://www.wikidata.org/entity/Q40152,http://www.wikidata.org/entity/Q2148313
ewn-01974924-n,i45717,http://www.wikidata.org/entity/Q135119,http://www.wikidata.org/entity/Q286026
ewn-01979118-n,i45735,http://www.wikidata.org/entity/Q40802,http://www.wikidata.org/entity/Q902167
ewn-01979118-n,i45735,http://www.wikidata.org/entity/Q40802,http://www.wikidata.org/entity/Q6497159
ewn-01979118-n,i45735,http://www.wikidata.org/entity/Q40802,http://www.wikidata.org/entity/Q538558
ewn-01979118-n,i45735,http://www.wikidata.org/entity/Q40802,http://www.wikidata.org/entity/Q2257783
ewn-01979118-n,i45735,http://www.wikidata.org/entity/Q40802,http://www.wikidata.org/entity/Q1061414
ewn-01979118-n,i45735,http://www.wikidata.org/entity/Q40802,http://www.wikidata.org/entity/Q943664
ewn-01981385-n,i45747,http://www.wikidata.org/entity/Q2257783,http://www.wikidata.org/entity/Q3934257
ewn-01981385-n,i45747,http://www.wikidata.org/entity/Q2257783,http://www.wikidata.org/entity/Q2698166
ewn-01997977-n,i45847,http://www.wikidata.org/entity/Q134772,http://www.wikidata.org/entity/Q1135229
ewn-02001574-n,i45868,http://www.wikidata.org/entity/Q1812499,http://www.wikidata.org/entity/Q2299595
ewn-02004082-n,i45880,http://www.wikidata.org/entity/Q21716,http://www.wikidata.org/entity/Q162085
ewn-02004082-n,i45880,http://www.wikidata.org/entity/Q21716,http://www.wikidata.org/entity/Q3901583
ewn-02004082-n,i45880,http://www.wikidata.org/entity/Q21716,http://www.wikidata.org/entity/Q18789
ewn-02010076-n,i45914,http://www.wikidata.org/entity/Q3901583,http://www.wikidata.org/entity/Q208004
ewn-02034406-n,i46055,http://www.wikidata.org/entity/Q786045,http://www.wikidata.org/entity/Q25692
ewn-02034406-n,i46055,http://www.wikidata.org/entity/Q786045,http://www.wikidata.org/entity/Q64927
ewn-02034406-n,i46055,http://www.wikidata.org/entity/Q786045,http://www.wikidata.org/entity/Q27171
ewn-02059527-n,i46208,http://www.wikidata.org/entity/Q902912,http://www.wikidata.org/entity/Q244813
ewn-02064670-n,i46239,http://www.wikidata.org/entity/Q3039055,http://www.wikidata.org/entity/Q210882
ewn-02067261-n,i46251,http://www.wikidata.org/entity/Q133320,http://www.wikidata.org/entity/Q42196
ewn-02067261-n,i46251,http://www.wikidata.org/entity/Q133320,http://www.wikidata.org/entity/Q179020
ewn-02067261-n,i46251,http://www.wikidata.org/entity/Q133320,http://www.wikidata.org/entity/Q13612407
ewn-02069753-n,i46264,http://www.wikidata.org/entity/Q3382003,http://www.wikidata.org/entity/Q81214
ewn-02074557-n,i46291,http://www.wikidata.org/entity/Q6078080,http://www.wikidata.org/entity/Q21584756
ewn-02077194-n,i46307,http://www.wikidata.org/entity/Q1056723,http://www.wikidata.org/entity/Q187484
ewn-02143371-n,i46711,http://www.wikidata.org/entity/Q311701,http://www.wikidata.org/entity/Q1340212
ewn-02147094-n,i46732,http://www.wikidata.org/entity/Q841327,http://www.wikidata.org/entity/Q221073
ewn-02151350-n,i46757,http://www.wikidata.org/entity/Q279869,http://www.wikidata.org/entity/Q210708
ewn-02170027-n,i46857,http://www.wikidata.org/entity/Q137381,http://www.wikidata.org/entity/Q15221944
ewn-02172485-n,i46873,http://www.wikidata.org/entity/Q602990,http://www.wikidata.org/entity/Q156954
ewn-02178092-n,i46905,http://www.wikidata.org/entity/Q608094,http://www.wikidata.org/entity/Q731970
ewn-02194101-n,i46996,http://www.wikidata.org/entity/Q28404,http://www.wikidata.org/entity/Q2213438
ewn-02194101-n,i46996,http://www.wikidata.org/entity/Q28404,http://www.wikidata.org/entity/Q4121093
ewn-02194101-n,i46996,http://www.wikidata.org/entity/Q28404,http://www.wikidata.org/entity/Q1616496
ewn-02199700-n,i47031,http://www.wikidata.org/entity/Q2946369,http://www.wikidata.org/entity/Q250269
ewn-02206391-n,i47070,http://www.wikidata.org/entity/Q753860,http://www.wikidata.org/entity/Q1709478
ewn-02208548-n,i47083,http://www.wikidata.org/entity/Q22651,http://www.wikidata.org/entity/Q324132
ewn-02208548-n,i47083,http://www.wikidata.org/entity/Q22651,http://www.wikidata.org/entity/Q7037230
ewn-02208548-n,i47083,http://www.wikidata.org/entity/Q22651,http://www.wikidata.org/entity/Q1933539
ewn-02208548-n,i47083,http://www.wikidata.org/entity/Q22651,http://www.wikidata.org/entity/Q1138186
ewn-02208548-n,i47083,http://www.wikidata.org/entity/Q22651,http://www.wikidata.org/entity/Q1280932
ewn-02216014-n,i47124,http://www.wikidata.org/entity/Q1065202,http://www.wikidata.org/entity/Q260482
ewn-02216014-n,i47124,http://www.wikidata.org/entity/Q1065202,http://www.wikidata.org/entity/Q5330640
ewn-02235258-n,i47238,http://www.wikidata.org/entity/Q2087279,http://www.wikidata.org/entity/Q25309
ewn-02246003-n,i47301,http://www.wikidata.org/entity/Q270322,http://www.wikidata.org/entity/Q10504469
ewn-02253116-n,i47344,http://www.wikidata.org/entity/Q143569,http://www.wikidata.org/entity/Q7254674
ewn-02253116-n,i47344,http://www.wikidata.org/entity/Q143569,http://www.wikidata.org/entity/Q15840619
ewn-02260188-n,i47387,http://www.wikidata.org/entity/Q886877,http://www.wikidata.org/entity/Q2858267
ewn-02275359-n,i47478,http://www.wikidata.org/entity/Q13676,http://www.wikidata.org/entity/Q2537221
ewn-02275359-n,i47478,http://www.wikidata.org/entity/Q13676,http://www.wikidata.org/entity/Q1931619
ewn-02284204-n,i47526,http://www.wikidata.org/entity/Q158717,http://www.wikidata.org/entity/Q258719
ewn-02284204-n,i47526,http://www.wikidata.org/entity/Q158717,http://www.wikidata.org/entity/Q1354777
ewn-02295787-n,i47592,http://www.wikidata.org/entity/Q778491,http://www.wikidata.org/entity/Q5121983
ewn-02295787-n,i47592,http://www.wikidata.org/entity/Q778491,http://www.wikidata.org/entity/Q7531996
ewn-02295787-n,i47592,http://www.wikidata.org/entity/Q778491,http://www.wikidata.org/entity/Q7188230
ewn-02295787-n,i47592,http://www.wikidata.org/entity/Q778491,http://www.wikidata.org/entity/Q2168361
ewn-02304434-n,i47639,http://www.wikidata.org/entity/Q1325847,http://www.wikidata.org/entity/Q30964
ewn-02306569-n,i47652,http://www.wikidata.org/entity/Q44776,http://www.wikidata.org/entity/Q1766445
ewn-02309324-n,i47667,http://www.wikidata.org/entity/Q3218309,http://www.wikidata.org/entity/Q1297537
ewn-02333234-n,i47796,http://www.wikidata.org/entity/Q212242,http://www.wikidata.org/entity/Q58949
ewn-02333234-n,i47796,http://www.wikidata.org/entity/Q212242,http://www.wikidata.org/entity/Q193061
ewn-02333234-n,i47796,http://www.wikidata.org/entity/Q212242,http://www.wikidata.org/entity/Q606209
ewn-02333234-n,i47796,http://www.wikidata.org/entity/Q212242,http://www.wikidata.org/entity/Q273071
ewn-02333234-n,i47796,http://www.wikidata.org/entity/Q212242,http://www.wikidata.org/entity/Q108235
ewn-02333234-n,i47796,http://www.wikidata.org/entity/Q212242,http://www.wikidata.org/entity/Q557935
ewn-02344457-n,i47860,http://www.wikidata.org/entity/Q539670,http://www.wikidata.org/entity/Q27016
ewn-02352382-n,i47908,http://www.wikidata.org/entity/Q912104,http://www.wikidata.org/entity/Q115792
ewn-02357122-n,i47938,http://www.wikidata.org/entity/Q1094704,http://www.wikidata.org/entity/Q1497037
ewn-02357122-n,i47938,http://www.wikidata.org/entity/Q1094704,http://www.wikidata.org/entity/Q1769015
ewn-02363874-n,i47975,http://www.wikidata.org/entity/Q131567,http://www.wikidata.org/entity/Q19896572
ewn-02375745-n,i48049,http://www.wikidata.org/entity/Q25374,http://www.wikidata.org/entity/Q165115
ewn-02399319-n,i48207,http://www.wikidata.org/entity/Q232558,http://www.wikidata.org/entity/Q629015
ewn-02419056-n,i48324,http://www.wikidata.org/entity/Q172923,http://www.wikidata.org/entity/Q2934
ewn-02420987-n,i48337,http://www.wikidata.org/entity/Q2897254,http://www.wikidata.org/entity/Q242602
ewn-02456750-n,i48553,http://www.wikidata.org/entity/Q47867,http://www.wikidata.org/entity/Q104840543
ewn-02456750-n,i48553,http://www.wikidata.org/entity/Q47867,http://www.wikidata.org/entity/Q902499
ewn-02456750-n,i48553,http://www.wikidata.org/entity/Q47867,http://www.wikidata.org/entity/Q1080942
ewn-02456750-n,i48553,http://www.wikidata.org/entity/Q47867,http://www.wikidata.org/entity/Q902876
ewn-02456750-n,i48553,http://www.wikidata.org/entity/Q47867,http://www.wikidata.org/entity/Q755719
ewn-02456750-n,i48553,http://www.wikidata.org/entity/Q47867,http://www.wikidata.org/entity/Q846337
ewn-02461306-n,i48579,http://www.wikidata.org/entity/Q310387,http://www.wikidata.org/entity/Q933583
ewn-02474924-n,i48657,http://www.wikidata.org/entity/Q171283,http://www.wikidata.org/entity/Q1574029
ewn-02474924-n,i48657,http://www.wikidata.org/entity/Q171283,http://www.wikidata.org/entity/Q23852
ewn-02474924-n,i48657,http://www.wikidata.org/entity/Q171283,http://www.wikidata.org/entity/Q2167872
ewn-02474924-n,i48657,http://www.wikidata.org/entity/Q171283,http://www.wikidata.org/entity/Q3409626
ewn-02474924-n,i48657,http://www.wikidata.org/entity/Q171283,http://www.wikidata.org/entity/Q43471
ewn-02474924-n,i48657,http://www.wikidata.org/entity/Q171283,http://www.wikidata.org/entity/Q37017
ewn-02497497-n,i48784,http://www.wikidata.org/entity/Q1184603,http://www.wikidata.org/entity/Q258827
ewn-02500986-n,i48801,http://www.wikidata.org/entity/Q368623,http://www.wikidata.org/entity/Q74941
ewn-02500986-n,i48801,http://www.wikidata.org/entity/Q368623,http://www.wikidata.org/entity/Q19816393
ewn-02500986-n,i48801,http://www.wikidata.org/entity/Q368623,http://www.wikidata.org/entity/Q1019157
ewn-02524547-n,i48934,http://www.wikidata.org/entity/Q208028,http://www.wikidata.org/entity/Q199788
ewn-02524547-n,i48934,http://www.wikidata.org/entity/Q208028,http://www.wikidata.org/entity/Q248924
ewn-02530129-n,i48969,http://www.wikidata.org/entity/Q724328,http://www.wikidata.org/entity/Q137144
ewn-02541882-n,i49030,http://www.wikidata.org/entity/Q311392,http://www.wikidata.org/entity/Q110577
ewn-02541882-n,i49030,http://www.wikidata.org/entity/Q311392,http://www.wikidata.org/entity/Q2234656
ewn-02544506-n,i49046,http://www.wikidata.org/entity/Q909535,http://www.wikidata.org/entity/Q917569
ewn-02558826-n,i49114,http://www.wikidata.org/entity/Q2372331,http://www.wikidata.org/entity/Q10540515
ewn-02566761-n,i49161,http://www.wikidata.org/entity/Q290487,http://www.wikidata.org/entity/Q2093287
ewn-02570115-n,i49178,http://www.wikidata.org/entity/Q2494913,http://www.wikidata.org/entity/Q2469966
ewn-02578397-n,i49228,http://www.wikidata.org/entity/Q501728,http://www.wikidata.org/entity/Q139783
ewn-02578397-n,i49228,http://www.wikidata.org/entity/Q501728,http://www.wikidata.org/entity/Q535315
ewn-02578397-n,i49228,http://www.wikidata.org/entity/Q501728,http://www.wikidata.org/entity/Q2963482
ewn-02578397-n,i49228,http://www.wikidata.org/entity/Q501728,http://www.wikidata.org/entity/Q1093514
ewn-02578397-n,i49228,http://www.wikidata.org/entity/Q501728,http://www.wikidata.org/entity/Q982933
ewn-02578397-n,i49228,http://www.wikidata.org/entity/Q501728,http://www.wikidata.org/entity/Q903235
ewn-02580454-n,i49239,http://www.wikidata.org/entity/Q2963482,http://www.wikidata.org/entity/Q2802649
ewn-02585068-n,i49268,http://www.wikidata.org/entity/Q751386,http://www.wikidata.org/entity/Q1053062
ewn-02598532-n,i49344,http://www.wikidata.org/entity/Q2260146,http://www.wikidata.org/entity/Q184648
ewn-02598532-n,i49344,http://www.wikidata.org/entity/Q2260146,http://www.wikidata.org/entity/Q775384
ewn-02618881-n,i49466,http://www.wikidata.org/entity/Q2165924,http://www.wikidata.org/entity/Q2780828
ewn-02639296-n,i49584,http://www.wikidata.org/entity/Q1140406,http://www.wikidata.org/entity/Q2660880
ewn-02639296-n,i49584,http://www.wikidata.org/entity/Q1140406,http://www.wikidata.org/entity/Q2029813
ewn-02643845-n,i49610,http://www.wikidata.org/entity/Q133479,http://www.wikidata.org/entity/Q3280549
ewn-02647597-n,i49630,http://www.wikidata.org/entity/Q513998,http://www.wikidata.org/entity/Q134913
ewn-02647597-n,i49630,http://www.wikidata.org/entity/Q513998,http://www.wikidata.org/entity/Q1136740
